pattern,pattern_category,task_id,turn_index,quality,delta_q,tokens_kT,delta_c,cumul_cost_kT,lambda,delta_u,U_t
rr3,A,fact_04,3,5.0,0.0,2.743,2.743,5.839,0.0,0.0,5.0
rr3,A,fact_04,1,5.0,5.0,1.019,1.019,1.019,0.05,4.94905,4.94905
rr3,A,fact_04,2,5.0,0.0,2.077,2.077,3.096,0.05,-0.10385,4.8452
rr3,A,fact_04,3,5.0,0.0,2.743,2.743,5.839,0.05,-0.13715,4.70805
rr3,A,fact_04,1,5.0,5.0,1.019,1.019,1.019,0.1,4.8981,4.8981
rr3,A,fact_04,2,5.0,0.0,2.077,2.077,3.096,0.1,-0.2077,4.6904
rr3,A,fact_04,3,5.0,0.0,2.743,2.743,5.839,0.1,-0.2743,4.4161
rr3,A,fact_04,1,5.0,5.0,1.019,1.019,1.019,0.2,4.7962,4.7962
rr3,A,fact_04,2,5.0,0.0,2.077,2.077,3.096,0.2,-0.4154,4.3808
rr3,A,fact_04,3,5.0,0.0,2.743,2.743,5.839,0.2,-0.5486,3.8322
rr3,A,fact_04,1,5.0,5.0,1.019,1.019,1.019,0.5,4.4905,4.4905
rr3,A,fact_04,2,5.0,0.0,2.077,2.077,3.096,0.5,-1.0385,3.452
rr3,A,fact_04,3,5.0,0.0,2.743,2.743,5.839,0.5,-1.3715,2.0805
rr3,A,fact_05,1,4.0,4.0,1.287,1.287,1.287,0.0,4.0,4.0
rr3,A,fact_05,2,5.0,1.0,2.624,2.624,3.911,0.0,1.0,5.0
rr3,A,fact_05,3,5.0,0.0,3.372,3.372,7.2829999999999995,0.0,0.0,5.0
rr3,A,fact_05,1,4.0,4.0,1.287,1.287,1.287,0.05,3.93565,3.93565
rr3,A,fact_05,2,5.0,1.0,2.624,2.624,3.911,0.05,0.8688,4.80445
rr3,A,fact_05,3,5.0,0.0,3.372,3.372,7.2829999999999995,0.05,-0.1686,4.63585
rr3,A,fact_05,1,4.0,4.0,1.287,1.287,1.287,0.1,3.8713,3.8713
rr3,A,fact_05,2,5.0,1.0,2.624,2.624,3.911,0.1,0.7376,4.6089
rr3,A,fact_05,3,5.0,0.0,3.372,3.372,7.2829999999999995,0.1,-0.3372,4.2717
rr3,A,fact_05,1,4.0,4.0,1.287,1.287,1.287,0.2,3.7426,3.7426
rr3,A,fact_05,2,5.0,1.0,2.624,2.624,3.911,0.2,0.47519999999999996,4.2178
rr3,A,fact_05,3,5.0,0.0,3.372,3.372,7.2829999999999995,0.2,-0.6744,3.5434
rr3,A,fact_05,1,4.0,4.0,1.287,1.287,1.287,0.5,3.3565,3.3565
rr3,A,fact_05,2,5.0,1.0,2.624,2.624,3.911,0.5,-0.31200000000000006,3.0445
rr3,A,fact_05,3,5.0,0.0,3.372,3.372,7.2829999999999995,0.5,-1.686,1.3585000000000003
rr3,A,tech_01,1,3.0,3.0,8.299,8.299,8.299,0.0,3.0,3.0
rr3,A,tech_01,2,4.0,1.0,2.071,2.071,10.37,0.0,1.0,4.0
rr3,A,tech_01,3,4.0,0.0,1.356,1.356,11.725999999999999,0.0,0.0,4.0
rr3,A,tech_01,4,4.0,0.0,8.133,8.133,19.858999999999998,0.0,0.0,4.0
rr3,A,tech_01,5,4.0,0.0,2.935,2.935,22.793999999999997,0.0,0.0,4.0
rr3,A,tech_01,6,4.0,0.0,2.186,2.186,24.979999999999997,0.0,0.0,4.0
rr3,A,tech_01,1,3.0,3.0,8.299,8.299,8.299,0.05,2.58505,2.58505
rr3,A,tech_01,2,4.0,1.0,2.071,2.071,10.37,0.05,0.89645,3.4815
rr3,A,tech_01,3,4.0,0.0,1.356,1.356,11.725999999999999,0.05,-0.06780000000000001,3.4137
rr3,A,tech_01,4,4.0,0.0,8.133,8.133,19.858999999999998,0.05,-0.40664999999999996,3.00705
rr3,A,tech_01,5,4.0,0.0,2.935,2.935,22.793999999999997,0.05,-0.14675000000000002,2.8603
rr3,A,tech_01,6,4.0,0.0,2.186,2.186,24.979999999999997,0.05,-0.10930000000000001,2.7510000000000003
rr3,A,tech_01,1,3.0,3.0,8.299,8.299,8.299,0.1,2.1701,2.1701
rr3,A,tech_01,2,4.0,1.0,2.071,2.071,10.37,0.1,0.7928999999999999,2.963
rr3,A,tech_01,3,4.0,0.0,1.356,1.356,11.725999999999999,0.1,-0.13560000000000003,2.8274
rr3,A,tech_01,4,4.0,0.0,8.133,8.133,19.858999999999998,0.1,-0.8132999999999999,2.0141
rr3,A,tech_01,5,4.0,0.0,2.935,2.935,22.793999999999997,0.1,-0.29350000000000004,1.7206000000000001
rr3,A,tech_01,6,4.0,0.0,2.186,2.186,24.979999999999997,0.1,-0.21860000000000002,1.5020000000000002
rr3,A,tech_01,1,3.0,3.0,8.299,8.299,8.299,0.2,1.3402,1.3402
rr3,A,tech_01,2,4.0,1.0,2.071,2.071,10.37,0.2,0.5857999999999999,1.9260000000000002
rr3,A,tech_01,3,4.0,0.0,1.356,1.356,11.725999999999999,0.2,-0.27120000000000005,1.6548000000000003
rr3,A,tech_01,4,4.0,0.0,8.133,8.133,19.858999999999998,0.2,-1.6265999999999998,0.028200000000000003
rr3,A,tech_01,5,4.0,0.0,2.935,2.935,22.793999999999997,0.2,-0.5870000000000001,-0.5587999999999997
rr3,A,tech_01,6,4.0,0.0,2.186,2.186,24.979999999999997,0.2,-0.43720000000000003,-0.9959999999999996
rr3,A,tech_01,1,3.0,3.0,8.299,8.299,8.299,0.5,-1.1494999999999997,-1.1494999999999997
rr3,A,tech_01,2,4.0,1.0,2.071,2.071,10.37,0.5,-0.03550000000000009,-1.1849999999999996
rr3,A,tech_01,3,4.0,0.0,1.356,1.356,11.725999999999999,0.5,-0.678,-1.8629999999999995
rr3,A,tech_01,4,4.0,0.0,8.133,8.133,19.858999999999998,0.5,-4.0665,-5.929499999999999
rr3,A,tech_01,5,4.0,0.0,2.935,2.935,22.793999999999997,0.5,-1.4675,-7.3969999999999985
rr3,A,tech_01,6,4.0,0.0,2.186,2.186,24.979999999999997,0.5,-1.093,-8.489999999999998
rr3,A,tech_02,1,4.0,4.0,5.936,5.936,5.936,0.0,4.0,4.0
rr3,A,tech_02,2,5.0,1.0,4.131,4.131,10.067,0.0,1.0,5.0
rr3,A,tech_02,3,5.0,0.0,2.153,2.153,12.22,0.0,0.0,5.0
rr3,A,tech_02,1,4.0,4.0,5.936,5.936,5.936,0.05,3.7032,3.7032
rr3,A,tech_02,2,5.0,1.0,4.131,4.131,10.067,0.05,0.79345,4.49665
rr3,A,tech_02,3,5.0,0.0,2.153,2.153,12.22,0.05,-0.10765000000000001,4.389
rr3,A,tech_02,1,4.0,4.0,5.936,5.936,5.936,0.1,3.4064,3.4064
rr3,A,tech_02,2,5.0,1.0,4.131,4.131,10.067,0.1,0.5869,3.9932999999999996
rr3,A,tech_02,3,5.0,0.0,2.153,2.153,12.22,0.1,-0.21530000000000002,3.7779999999999996
rr3,A,tech_02,1,4.0,4.0,5.936,5.936,5.936,0.2,2.8128,2.8128
rr3,A,tech_02,2,5.0,1.0,4.131,4.131,10.067,0.2,0.17379999999999995,2.9865999999999997
rr3,A,tech_02,3,5.0,0.0,2.153,2.153,12.22,0.2,-0.43060000000000004,2.5559999999999996
rr3,A,tech_02,1,4.0,4.0,5.936,5.936,5.936,0.5,1.032,1.032
rr3,A,tech_02,2,5.0,1.0,4.131,4.131,10.067,0.5,-1.0655000000000001,-0.033500000000000085
rr3,A,tech_02,3,5.0,0.0,2.153,2.153,12.22,0.5,-1.0765,-1.1100000000000003
rr3,A,tech_03,1,3.0,3.0,2.191,2.191,2.191,0.0,3.0,3.0
rr3,A,tech_03,2,4.0,1.0,4.791,4.791,6.982,0.0,1.0,4.0
rr3,A,tech_03,3,5.0,1.0,1.673,1.673,8.655000000000001,0.0,1.0,5.0
rr3,A,tech_03,1,3.0,3.0,2.191,2.191,2.191,0.05,2.89045,2.89045
rr3,A,tech_03,2,4.0,1.0,4.791,4.791,6.982,0.05,0.76045,3.6509
rr3,A,tech_03,3,5.0,1.0,1.673,1.673,8.655000000000001,0.05,0.91635,4.56725
rr3,A,tech_03,1,3.0,3.0,2.191,2.191,2.191,0.1,2.7809,2.7809
rr3,A,tech_03,2,4.0,1.0,4.791,4.791,6.982,0.1,0.5208999999999999,3.3018
rr3,A,tech_03,3,5.0,1.0,1.673,1.673,8.655000000000001,0.1,0.8327,4.1345
rr3,A,tech_03,1,3.0,3.0,2.191,2.191,2.191,0.2,2.5618,2.5618
rr3,A,tech_03,2,4.0,1.0,4.791,4.791,6.982,0.2,0.04179999999999984,2.6036
rr3,A,tech_03,3,5.0,1.0,1.673,1.673,8.655000000000001,0.2,0.6654,3.2689999999999997
rr3,A,tech_03,1,3.0,3.0,2.191,2.191,2.191,0.5,1.9045,1.9045
rr3,A,tech_03,2,4.0,1.0,4.791,4.791,6.982,0.5,-1.3955000000000002,0.5089999999999999
rr3,A,tech_03,3,5.0,1.0,1.673,1.673,8.655000000000001,0.5,0.16349999999999998,0.6724999999999994
rr3,A,tech_04,1,4.0,4.0,3.302,3.302,3.302,0.0,4.0,4.0
rr3,A,tech_04,2,4.0,0.0,5.64,5.64,8.942,0.0,0.0,4.0
rr3,A,tech_04,3,4.0,0.0,1.988,1.988,10.93,0.0,0.0,4.0
rr3,A,tech_04,4,4.0,0.0,8.342,8.342,19.272,0.0,0.0,4.0
rr3,A,tech_04,5,4.0,0.0,5.347,5.347,24.619,0.0,0.0,4.0
rr3,A,tech_04,6,4.0,0.0,1.572,1.572,26.191,0.0,0.0,4.0
rr3,A,tech_04,1,4.0,4.0,3.302,3.302,3.302,0.05,3.8349,3.8349
rr3,A,tech_04,2,4.0,0.0,5.64,5.64,8.942,0.05,-0.282,3.5529
rr3,A,tech_04,3,4.0,0.0,1.988,1.988,10.93,0.05,-0.0994,3.4535
rr3,A,tech_04,4,4.0,0.0,8.342,8.342,19.272,0.05,-0.4171,3.0364
rr3,A,tech_04,5,4.0,0.0,5.347,5.347,24.619,0.05,-0.26735000000000003,2.76905
rr3,A,tech_04,6,4.0,0.0,1.572,1.572,26.191,0.05,-0.0786,2.6904500000000002
rr3,A,tech_04,1,4.0,4.0,3.302,3.302,3.302,0.1,3.6698,3.6698
rr3,A,tech_04,2,4.0,0.0,5.64,5.64,8.942,0.1,-0.564,3.1058
rr3,A,tech_04,3,4.0,0.0,1.988,1.988,10.93,0.1,-0.1988,2.907
rr3,A,tech_04,4,4.0,0.0,8.342,8.342,19.272,0.1,-0.8342,2.0728
rr3,A,tech_04,5,4.0,0.0,5.347,5.347,24.619,0.1,-0.5347000000000001,1.5381
rr3,A,tech_04,6,4.0,0.0,1.572,1.572,26.191,0.1,-0.1572,1.3809
rr3,A,tech_04,1,4.0,4.0,3.302,3.302,3.302,0.2,3.3396,3.3396
rr3,A,tech_04,2,4.0,0.0,5.64,5.64,8.942,0.2,-1.128,2.2116
rr3,A,tech_04,3,4.0,0.0,1.988,1.988,10.93,0.2,-0.3976,1.814
rr3,A,tech_04,4,4.0,0.0,8.342,8.342,19.272,0.2,-1.6684,0.14559999999999995
rr3,A,tech_04,5,4.0,0.0,5.347,5.347,24.619,0.2,-1.0694000000000001,-0.9238
rr3,A,tech_04,6,4.0,0.0,1.572,1.572,26.191,0.2,-0.3144,-1.2382
rr3,A,tech_04,1,4.0,4.0,3.302,3.302,3.302,0.5,2.349,2.349
rr3,A,tech_04,2,4.0,0.0,5.64,5.64,8.942,0.5,-2.82,-0.4710000000000001
rr3,A,tech_04,3,4.0,0.0,1.988,1.988,10.93,0.5,-0.994,-1.4649999999999999
rr3,A,tech_04,4,4.0,0.0,8.342,8.342,19.272,0.5,-4.171,-5.635999999999999
rr3,A,tech_04,5,4.0,0.0,5.347,5.347,24.619,0.5,-2.6735,-8.3095
rr3,A,tech_04,6,4.0,0.0,1.572,1.572,26.191,0.5,-0.786,-9.0955
rr3,A,tech_05,1,3.0,3.0,9.274,9.274,9.274,0.0,3.0,3.0
rr3,A,tech_05,2,5.0,2.0,4.118,4.118,13.392,0.0,2.0,5.0
rr3,A,tech_05,3,5.0,0.0,1.12,1.12,14.512,0.0,0.0,5.0
rr3,A,tech_05,1,3.0,3.0,9.274,9.274,9.274,0.05,2.5362999999999998,2.5362999999999998
rr3,A,tech_05,2,5.0,2.0,4.118,4.118,13.392,0.05,1.7941,4.3304
rr3,A,tech_05,3,5.0,0.0,1.12,1.12,14.512,0.05,-0.05600000000000001,4.2744
rr3,A,tech_05,1,3.0,3.0,9.274,9.274,9.274,0.1,2.0726,2.0726
rr3,A,tech_05,2,5.0,2.0,4.118,4.118,13.392,0.1,1.5882,3.6608
rr3,A,tech_05,3,5.0,0.0,1.12,1.12,14.512,0.1,-0.11200000000000002,3.5488
rr3,A,tech_05,1,3.0,3.0,9.274,9.274,9.274,0.2,1.1452,1.1452
rr3,A,tech_05,2,5.0,2.0,4.118,4.118,13.392,0.2,1.1764,2.3216
rr3,A,tech_05,3,5.0,0.0,1.12,1.12,14.512,0.2,-0.22400000000000003,2.0976
rr3,A,tech_05,1,3.0,3.0,9.274,9.274,9.274,0.5,-1.6369999999999996,-1.6369999999999996
rr3,A,tech_05,2,5.0,2.0,4.118,4.118,13.392,0.5,-0.05900000000000016,-1.6959999999999997
rr3,A,tech_05,3,5.0,0.0,1.12,1.12,14.512,0.5,-0.56,-2.2560000000000002
sel3,B1,anal_01,1,4.0,4.0,1.307,1.307,1.307,0.0,4.0,4.0
sel3,B1,anal_01,2,4.0,0.0,2.333,2.333,3.64,0.0,0.0,4.0
sel3,B1,anal_01,1,4.0,4.0,1.307,1.307,1.307,0.05,3.93465,3.93465
sel3,B1,anal_01,2,4.0,0.0,2.333,2.333,3.64,0.05,-0.11665000000000002,3.818
sel3,B1,anal_01,1,4.0,4.0,1.307,1.307,1.307,0.1,3.8693,3.8693
sel3,B1,anal_01,2,4.0,0.0,2.333,2.333,3.64,0.1,-0.23330000000000004,3.636
sel3,B1,anal_01,1,4.0,4.0,1.307,1.307,1.307,0.2,3.7386,3.7386
sel3,B1,anal_01,2,4.0,0.0,2.333,2.333,3.64,0.2,-0.46660000000000007,3.272
sel3,B1,anal_01,1,4.0,4.0,1.307,1.307,1.307,0.5,3.3465,3.3465
sel3,B1,anal_01,2,4.0,0.0,2.333,2.333,3.64,0.5,-1.1665,2.1799999999999997
sel3,B1,anal_02,1,4.0,4.0,1.198,1.198,1.198,0.0,4.0,4.0
sel3,B1,anal_02,2,4.0,0.0,3.212,3.212,4.41,0.0,0.0,4.0
sel3,B1,anal_02,3,4.0,0.0,4.699,4.699,9.109,0.0,0.0,4.0
sel3,B1,anal_02,1,4.0,4.0,1.198,1.198,1.198,0.05,3.9401,3.9401
sel3,B1,anal_02,2,4.0,0.0,3.212,3.212,4.41,0.05,-0.16060000000000002,3.7795
sel3,B1,anal_02,3,4.0,0.0,4.699,4.699,9.109,0.05,-0.23495,3.54455
sel3,B1,anal_02,1,4.0,4.0,1.198,1.198,1.198,0.1,3.8802,3.8802
sel3,B1,anal_02,2,4.0,0.0,3.212,3.212,4.41,0.1,-0.32120000000000004,3.559
sel3,B1,anal_02,3,4.0,0.0,4.699,4.699,9.109,0.1,-0.4699,3.0891
sel3,B1,anal_02,1,4.0,4.0,1.198,1.198,1.198,0.2,3.7604,3.7604
sel3,B1,anal_02,2,4.0,0.0,3.212,3.212,4.41,0.2,-0.6424000000000001,3.118
sel3,B1,anal_02,3,4.0,0.0,4.699,4.699,9.109,0.2,-0.9398,2.1782
sel3,B1,anal_02,1,4.0,4.0,1.198,1.198,1.198,0.5,3.401,3.401
sel3,B1,anal_02,2,4.0,0.0,3.212,3.212,4.41,0.5,-1.606,1.795
sel3,B1,anal_02,3,4.0,0.0,4.699,4.699,9.109,0.5,-2.3495,-0.5545
sel3,B1,anal_03,1,4.0,4.0,1.196,1.196,1.196,0.0,4.0,4.0
sel3,B1,anal_03,2,3.0,-1.0,2.433,2.433,3.6289999999999996,0.0,-1.0,3.0
sel3,B1,anal_03,1,4.0,4.0,1.196,1.196,1.196,0.05,3.9402,3.9402
sel3,B1,anal_03,2,3.0,-1.0,2.433,2.433,3.6289999999999996,0.05,-1.12165,2.81855
sel3,B1,anal_03,1,4.0,4.0,1.196,1.196,1.196,0.1,3.8804,3.8804
sel3,B1,anal_03,2,3.0,-1.0,2.433,2.433,3.6289999999999996,0.1,-1.2433,2.6371
sel3,B1,anal_03,1,4.0,4.0,1.196,1.196,1.196,0.2,3.7608,3.7608
sel3,B1,anal_03,2,3.0,-1.0,2.433,2.433,3.6289999999999996,0.2,-1.4866,2.2742
sel3,B1,anal_03,1,4.0,4.0,1.196,1.196,1.196,0.5,3.402,3.402
sel3,B1,anal_03,2,3.0,-1.0,2.433,2.433,3.6289999999999996,0.5,-2.2165,1.1855000000000002
sel3,B1,anal_04,1,3.0,3.0,1.751,1.751,1.751,0.0,3.0,3.0
sel3,B1,anal_04,2,4.0,1.0,3.597,3.597,5.348,0.0,1.0,4.0
sel3,B1,anal_04,1,3.0,3.0,1.751,1.751,1.751,0.05,2.91245,2.91245
sel3,B1,anal_04,2,4.0,1.0,3.597,3.597,5.348,0.05,0.8201499999999999,3.7326
sel3,B1,anal_04,1,3.0,3.0,1.751,1.751,1.751,0.1,2.8249,2.8249
sel3,B1,anal_04,2,4.0,1.0,3.597,3.597,5.348,0.1,0.6403,3.4652
sel3,B1,anal_04,1,3.0,3.0,1.751,1.751,1.751,0.2,2.6498,2.6498
sel3,B1,anal_04,2,4.0,1.0,3.597,3.597,5.348,0.2,0.28059999999999996,2.9303999999999997
sel3,B1,anal_04,1,3.0,3.0,1.751,1.751,1.751,0.5,2.1245000000000003,2.1245000000000003
sel3,B1,anal_04,2,4.0,1.0,3.597,3.597,5.348,0.5,-0.7985,1.326
sel3,B1,anal_05,1,4.0,4.0,1.413,1.413,1.413,0.0,4.0,4.0
sel3,B1,anal_05,2,4.0,0.0,4.31,4.31,5.723,0.0,0.0,4.0
sel3,B1,anal_05,3,4.0,0.0,2.879,2.879,8.602,0.0,0.0,4.0
sel3,B1,anal_05,1,4.0,4.0,1.413,1.413,1.413,0.05,3.92935,3.92935
sel3,B1,anal_05,2,4.0,0.0,4.31,4.31,5.723,0.05,-0.2155,3.71385
sel3,B1,anal_05,3,4.0,0.0,2.879,2.879,8.602,0.05,-0.14395,3.5699
sel3,B1,anal_05,1,4.0,4.0,1.413,1.413,1.413,0.1,3.8587,3.8587
sel3,B1,anal_05,2,4.0,0.0,4.31,4.31,5.723,0.1,-0.431,3.4276999999999997
sel3,B1,anal_05,3,4.0,0.0,2.879,2.879,8.602,0.1,-0.2879,3.1398
sel3,B1,anal_05,1,4.0,4.0,1.413,1.413,1.413,0.2,3.7174,3.7174
sel3,B1,anal_05,2,4.0,0.0,4.31,4.31,5.723,0.2,-0.862,2.8554
sel3,B1,anal_05,3,4.0,0.0,2.879,2.879,8.602,0.2,-0.5758,2.2796
sel3,B1,anal_05,1,4.0,4.0,1.413,1.413,1.413,0.5,3.2935,3.2935
sel3,B1,anal_05,2,4.0,0.0,4.31,4.31,5.723,0.5,-2.155,1.1385
sel3,B1,anal_05,3,4.0,0.0,2.879,2.879,8.602,0.5,-1.4395,-0.30100000000000016
sel3,B1,crea_01,1,4.0,4.0,2.224,2.224,2.224,0.0,4.0,4.0
sel3,B1,crea_01,2,4.0,0.0,2.78,2.78,5.004,0.0,0.0,4.0
sel3,B1,crea_01,1,4.0,4.0,2.224,2.224,2.224,0.05,3.8888,3.8888
sel3,B1,crea_01,2,4.0,0.0,2.78,2.78,5.004,0.05,-0.13899999999999998,3.7498
sel3,B1,crea_01,1,4.0,4.0,2.224,2.224,2.224,0.1,3.7776,3.7776
sel3,B1,crea_01,2,4.0,0.0,2.78,2.78,5.004,0.1,-0.27799999999999997,3.4996
sel3,B1,crea_01,1,4.0,4.0,2.224,2.224,2.224,0.2,3.5552,3.5552
sel3,B1,crea_01,2,4.0,0.0,2.78,2.78,5.004,0.2,-0.5559999999999999,2.9992
sel3,B1,crea_01,1,4.0,4.0,2.224,2.224,2.224,0.5,2.888,2.888
sel3,B1,crea_01,2,4.0,0.0,2.78,2.78,5.004,0.5,-1.39,1.4980000000000002
sel3,B1,crea_02,1,3.0,3.0,0.64,0.64,0.64,0.0,3.0,3.0
sel3,B1,crea_02,2,5.0,2.0,1.355,1.355,1.995,0.0,2.0,5.0
sel3,B1,crea_02,1,3.0,3.0,0.64,0.64,0.64,0.05,2.968,2.968
sel3,B1,crea_02,2,5.0,2.0,1.355,1.355,1.995,0.05,1.93225,4.90025
sel3,B1,crea_02,1,3.0,3.0,0.64,0.64,0.64,0.1,2.936,2.936
sel3,B1,crea_02,2,5.0,2.0,1.355,1.355,1.995,0.1,1.8645,4.8004999999999995
sel3,B1,crea_02,1,3.0,3.0,0.64,0.64,0.64,0.2,2.872,2.872
sel3,B1,crea_02,2,5.0,2.0,1.355,1.355,1.995,0.2,1.729,4.601
sel3,B1,crea_02,1,3.0,3.0,0.64,0.64,0.64,0.5,2.68,2.68
sel3,B1,crea_02,2,5.0,2.0,1.355,1.355,1.995,0.5,1.3225,4.0024999999999995
sel3,B1,crea_03,1,4.0,4.0,1.541,1.541,1.541,0.0,4.0,4.0
sel3,B1,crea_03,2,4.0,0.0,2.861,2.861,4.402,0.0,0.0,4.0
sel3,B1,crea_03,1,4.0,4.0,1.541,1.541,1.541,0.05,3.92295,3.92295
sel3,B1,crea_03,2,4.0,0.0,2.861,2.861,4.402,0.05,-0.14305,3.7799
sel3,B1,crea_03,1,4.0,4.0,1.541,1.541,1.541,0.1,3.8459,3.8459
sel3,B1,crea_03,2,4.0,0.0,2.861,2.861,4.402,0.1,-0.2861,3.5598
sel3,B1,crea_03,1,4.0,4.0,1.541,1.541,1.541,0.2,3.6917999999999997,3.6917999999999997
sel3,B1,crea_03,2,4.0,0.0,2.861,2.861,4.402,0.2,-0.5722,3.1196
sel3,B1,crea_03,1,4.0,4.0,1.541,1.541,1.541,0.5,3.2295,3.2295
sel3,B1,crea_03,2,4.0,0.0,2.861,2.861,4.402,0.5,-1.4305,1.799
sel3,B1,crea_04,1,4.0,4.0,1.476,1.476,1.476,0.0,4.0,4.0
sel3,B1,crea_04,2,4.0,0.0,3.61,3.61,5.086,0.0,0.0,4.0
sel3,B1,crea_04,3,4.0,0.0,5.605,5.605,10.691,0.0,0.0,4.0
sel3,B1,crea_04,4,4.0,0.0,3.599,3.599,14.290000000000001,0.0,0.0,4.0
sel3,B1,crea_04,5,4.0,0.0,6.054,6.054,20.344,0.0,0.0,4.0
sel3,B1,crea_04,6,4.0,0.0,5.516,5.516,25.86,0.0,0.0,4.0
sel3,B1,crea_04,7,4.0,0.0,3.959,3.959,29.819,0.0,0.0,4.0
sel3,B1,crea_04,1,4.0,4.0,1.476,1.476,1.476,0.05,3.9262,3.9262
sel3,B1,crea_04,2,4.0,0.0,3.61,3.61,5.086,0.05,-0.1805,3.7457
sel3,B1,crea_04,3,4.0,0.0,5.605,5.605,10.691,0.05,-0.28025000000000005,3.4654499999999997
sel3,B1,crea_04,4,4.0,0.0,3.599,3.599,14.290000000000001,0.05,-0.17995000000000003,3.2855
sel3,B1,crea_04,5,4.0,0.0,6.054,6.054,20.344,0.05,-0.3027,2.9828
sel3,B1,crea_04,6,4.0,0.0,5.516,5.516,25.86,0.05,-0.2758,2.707
sel3,B1,crea_04,7,4.0,0.0,3.959,3.959,29.819,0.05,-0.19795000000000001,2.5090500000000002
sel3,B1,crea_04,1,4.0,4.0,1.476,1.476,1.476,0.1,3.8524,3.8524
sel3,B1,crea_04,2,4.0,0.0,3.61,3.61,5.086,0.1,-0.361,3.4914
sel3,B1,crea_04,3,4.0,0.0,5.605,5.605,10.691,0.1,-0.5605000000000001,2.9309
sel3,B1,crea_04,4,4.0,0.0,3.599,3.599,14.290000000000001,0.1,-0.35990000000000005,2.5709999999999997
sel3,B1,crea_04,5,4.0,0.0,6.054,6.054,20.344,0.1,-0.6054,1.9655999999999998
sel3,B1,crea_04,6,4.0,0.0,5.516,5.516,25.86,0.1,-0.5516,1.4139999999999997
sel3,B1,crea_04,7,4.0,0.0,3.959,3.959,29.819,0.1,-0.39590000000000003,1.0181
sel3,B1,crea_04,1,4.0,4.0,1.476,1.476,1.476,0.2,3.7048,3.7048
sel3,B1,crea_04,2,4.0,0.0,3.61,3.61,5.086,0.2,-0.722,2.9828
sel3,B1,crea_04,3,4.0,0.0,5.605,5.605,10.691,0.2,-1.1210000000000002,1.8617999999999997
sel3,B1,crea_04,4,4.0,0.0,3.599,3.599,14.290000000000001,0.2,-0.7198000000000001,1.1419999999999995
sel3,B1,crea_04,5,4.0,0.0,6.054,6.054,20.344,0.2,-1.2108,-0.06880000000000042
sel3,B1,crea_04,6,4.0,0.0,5.516,5.516,25.86,0.2,-1.1032,-1.1720000000000006
sel3,B1,crea_04,7,4.0,0.0,3.959,3.959,29.819,0.2,-0.7918000000000001,-1.9638
sel3,B1,crea_04,1,4.0,4.0,1.476,1.476,1.476,0.5,3.262,3.262
sel3,B1,crea_04,2,4.0,0.0,3.61,3.61,5.086,0.5,-1.805,1.4569999999999999
sel3,B1,crea_04,3,4.0,0.0,5.605,5.605,10.691,0.5,-2.8025,-1.3455000000000004
sel3,B1,crea_04,4,4.0,0.0,3.599,3.599,14.290000000000001,0.5,-1.7995,-3.1450000000000005
sel3,B1,crea_04,5,4.0,0.0,6.054,6.054,20.344,0.5,-3.027,-6.172000000000001
sel3,B1,crea_04,6,4.0,0.0,5.516,5.516,25.86,0.5,-2.758,-8.93
sel3,B1,crea_04,7,4.0,0.0,3.959,3.959,29.819,0.5,-1.9795,-10.9095
sel3,B1,crea_05,1,5.0,5.0,0.541,0.541,0.541,0.0,5.0,5.0
sel3,B1,crea_05,2,5.0,0.0,1.676,1.676,2.217,0.0,0.0,5.0
sel3,B1,crea_05,1,5.0,5.0,0.541,0.541,0.541,0.05,4.97295,4.97295
sel3,B1,crea_05,2,5.0,0.0,1.676,1.676,2.217,0.05,-0.0838,4.88915
sel3,B1,crea_05,1,5.0,5.0,0.541,0.541,0.541,0.1,4.9459,4.9459
sel3,B1,crea_05,2,5.0,0.0,1.676,1.676,2.217,0.1,-0.1676,4.7783
sel3,B1,crea_05,1,5.0,5.0,0.541,0.541,0.541,0.2,4.8918,4.8918
sel3,B1,crea_05,2,5.0,0.0,1.676,1.676,2.217,0.2,-0.3352,4.5565999999999995
sel3,B1,crea_05,1,5.0,5.0,0.541,0.541,0.541,0.5,4.7295,4.7295
sel3,B1,crea_05,2,5.0,0.0,1.676,1.676,2.217,0.5,-0.838,3.8914999999999997
sel3,B1,fact_01,1,4.0,4.0,0.827,0.827,0.827,0.0,4.0,4.0
sel3,B1,fact_01,2,2.0,-2.0,1.772,1.772,2.599,0.0,-2.0,2.0
sel3,B1,fact_01,3,2.0,0.0,3.343,3.343,5.942,0.0,0.0,2.0
sel3,B1,fact_01,1,4.0,4.0,0.827,0.827,0.827,0.05,3.95865,3.95865
sel3,B1,fact_01,2,2.0,-2.0,1.772,1.772,2.599,0.05,-2.0886,1.87005
sel3,B1,fact_01,3,2.0,0.0,3.343,3.343,5.942,0.05,-0.16715000000000002,1.7029
sel3,B1,fact_01,1,4.0,4.0,0.827,0.827,0.827,0.1,3.9173,3.9173
sel3,B1,fact_01,2,2.0,-2.0,1.772,1.772,2.599,0.1,-2.1772,1.7401
sel3,B1,fact_01,3,2.0,0.0,3.343,3.343,5.942,0.1,-0.33430000000000004,1.4058
sel3,B1,fact_01,1,4.0,4.0,0.827,0.827,0.827,0.2,3.8346,3.8346
sel3,B1,fact_01,2,2.0,-2.0,1.772,1.772,2.599,0.2,-2.3544,1.4802
